Start Date,End Date,Time,Location,Target,Weapons,Reported_Minimum,Reported_Maximum
11-Oct-06,11-Oct-06,PM,Balad,family of Egyptian origin and two friends in their home,gunfire,7,7
11-Oct-06,11-Oct-06,6:00 PM,"Gammas district, near Jadbah, Najaf or Qadissiya area",Betool Abdil Ameer,murdered,1,1
11-Oct-06,11-Oct-06,12:30-1:30 AM,Basrah,"detonated outside the house of a local man, neighbor Mustafa Abdul Samad Al Edani killed",improvised explosive device,1,1
10-Oct-06,10-Oct-06,,"northeast Baghdad, kidnapped in Al-Sha'ab",kidnapped radio journalist Azad Mohammed Hassan,"tortured, executed",1,1
10-Oct-06,10-Oct-06,,"near Base Falcon, south Baghdad",US Base Falcon,"mortar shells, Katyusha rockets",9,9
10-Oct-06,10-Oct-06,,Amara,policeman Zayd Tarek,gunfire,1,1
10-Oct-06,10-Oct-06,,Diwaniya,"former Baath Party member, Hassan Wannas",gunfire,1,1
10-Oct-06,10-Oct-06,12:00 PM,"Dora, Baghdad",US/Iraqi patrol,roadside bomb,1,1
10-Oct-06,10-Oct-06,12:30 PM,"Dora, Baghdad",bakery,car bomb,10,11
10-Oct-06,10-Oct-06,,Latifiya,buses carrying coffins,roadside bomb,1,1
10-Oct-06,10-Oct-06,,"Yarmouk, Mosul",police Captain Ahmad Aziz,gunfire,1,1
10-Oct-06,10-Oct-06,,Buhriz,brothers of police brigadier,gunfire,2,2
10-Oct-06,10-Oct-06,,Khalis,bodies found shot dead,gunfire,2,2
10-Oct-06,10-Oct-06,,Baquba,body found shot dead,gunfire,1,1
10-Oct-06,10-Oct-06,,"'the western district of Yarmouk, and Morocco Street in north Baghdad'",police,roadside bombs,2,2
10-Oct-06,10-Oct-06,,Rashid,police patrol,roadside bomb,2,2
9-Oct-06,10-Oct-06,,near Baquba,'gunmen killed two citizens in two separate incidents',gunfire,2,2
10-Oct-06,10-Oct-06,,Balad,"car of a senior Iraqi army officer, bodyguard killed",gunfire,1,1
10-Oct-06,10-Oct-06,,Mosul,bodies found,"gunfire, tortured, one beheaded",3,3
10-Oct-06,10-Oct-06,,Tal Afar,bodies found,executed,4,4
10-Oct-06,10-Oct-06,,near Falluja,bodies found,"gunfire, tortured, executed",4,4
10-Oct-06,10-Oct-06,PM,"Azamiyah neighborhood, north Baghdad",,car bomb,4,4
10-Oct-06,10-Oct-06,,Dujail,Iraqi workers leaving a US base,gunfire,1,1
10-Oct-06,10-Oct-06,,Ishaqi,,drive-by shooting,3,3
10-Oct-06,10-Oct-06,,"Rawashid area, near Balad","raid on a house, a man and two children killed, woman injured","US gunfire, grenade",3,3
9-Oct-06,10-Oct-06,,"Al-Kamaliya, eastern Baghdad","bodies found shot, tortured","gunfire, executed, tortured",7,7
9-Oct-06,10-Oct-06,,"Al-Sadda (Sadr?), eastern Baghdad","bodies found shot, tortured","gunfire, executed, tortured",5,5
9-Oct-06,10-Oct-06,,Baghdad,"bodies found shot, tortured","gunfire, executed, tortured",48,48
10-Oct-06,10-Oct-06,11:45 PM,Basrah,"Aziz Magtouf Sayed Al Merayani, while driving his vehicle",gunfire,1,1
8-Oct-06,9-Oct-06,,Baghdad,"bodies found shot, tortured","gunfire, executed, tortured",40,40
8-Oct-06,9-Oct-06,,near Khaldiya,bodies found shot dead,"gunfire, tortured, executed",3,4
9-Oct-06,9-Oct-06,,near Baquba,police patrol,roadside bomb,2,2
9-Oct-06,9-Oct-06,6:30 PM,"Shaab market, Baghdad",people in market,"bomb in bag, followed by car bomb",13,13
9-Oct-06,9-Oct-06,,Kirkuk,policemen,gunfire,2,2
9-Oct-06,9-Oct-06,AM,Baquba,police Colonel Faleh al-Obeidi,gunfire,1,1
9-Oct-06,9-Oct-06,AM,Tal Afar,joint army/police checkpoint,suicide car bomb,1,1
9-Oct-06,9-Oct-06,6:00 AM,"Seleikh, north Baghdad","Lt. Gen. Amir al-Hashemi, Defence Ministry advisor, brother of Vice-President",gunfire,1,2
9-Oct-06,9-Oct-06,,Hilla,,mortar shell,1,1
9-Oct-06,9-Oct-06,PM,between Mussayab and Jurf al-Sakhr,police patrol,roadside bomb,2,2
9-Oct-06,9-Oct-06,,W Baghdad,'two security guards at a municipal building',Gunfire,2,2
8-Oct-06,9-Oct-06,,"Al Rafei, Thi Qar",former Baath Party member,gunfire,1,1
9-Oct-06,9-Oct-06,,Falluja,policeman,gunfire,1,1
9-Oct-06,9-Oct-06,,Diwaniyah,Iraqi police checkpoint,gunfire,12,12
9-Oct-06,9-Oct-06,,near Baquba,"two year old child killed, father wounded",roadside bomb,1,1
9-Oct-06,9-Oct-06,,"outside the Green Zone, central Baghdad",pregnant woman killed,"gunfire, crossfire",2,2
9-Oct-06,9-Oct-06,,Khalis,"police, including Lt. Col. Ahmed Taha","gunfire, roadside bomb",2,4
9-Oct-06,9-Oct-06,,near Hilla,policeman,gunfire,1,1
9-Oct-06,9-Oct-06,,"Al-Mithaq crossing, left bank of Mosul",body of an unidentified woman found,"gunfire, tortured, executed",1,1
9-Oct-06,9-Oct-06,4:48 AM,"Pool Hall Road & Route Pacer, 2km north of Ramadi","bongo truck that 'failed to stop when signaled', driver killed",Iraqi Police gunfire,1,1
9-Oct-06,9-Oct-06,9:02 PM,"Route Carpenter, west Ramadi","group of people digging a hole, suspected of planting IEDs, woman killed",US air strike,1,1
9-Oct-06,9-Oct-06,11:00 AM,"Canal Road & Route Brewers, 7km NW of Khalidiyah",civilian vehicle approaching a dismounted Marine patrol,US gunfire,1,1
9-Oct-06,9-Oct-06,11:00 PM,"Al Jihad area, Al Kut",retired teacher and political party member Waher Saleh,murdered,1,1
9-Oct-06,9-Oct-06,1:30 AM,Basrah,"Ali Muhson Karim Al-Daraji, a government official working at the Southern Oil Company",gunfire,1,1
9-Oct-06,9-Oct-06,,Basrah,corpse found,murdered,1,1
9-Oct-06,9-Oct-06,5:00 PM,"Mustashfa district, Basrah",two brothers Eedan Damyer and Saleem Damyer,gunfire,2,2
7-Oct-06,8-Oct-06,,Baghdad,"bodies found shot, tortured","gunfire, executed, tortured",46,46
8-Oct-06,8-Oct-06,AM,"Near Abu Kashaba, between Sinjar and Al-Ba'aaj","convoy of Colonel Yahya Hamed Raheem, chief of Rabiha police",roadside bomb,1,1
8-Oct-06,8-Oct-06,,"Al-Bahbahan, near Musayyib",house hit by mortar,mortar shell,1,1
8-Oct-06,8-Oct-06,,"Waziriya, east Baghdad",police patrol,mortar round,1,1
8-Oct-06,8-Oct-06,,near Tikrit,US army patrol,roadside bomb,4,4
8-Oct-06,8-Oct-06,,"Tyran Square, Baghdad",police,roadside bomb,1,1
8-Oct-06,8-Oct-06,,Muqdadiya,,suicide bomber,0,1
8-Oct-06,8-Oct-06,AM,Baquba,,gunfire,4,4
8-Oct-06,8-Oct-06,8:40-9:40 PM,"near a power station in Al Jazaer district, Basra","car of Basra council member Ghali Najam al-Mawsawi, driver Salam Adbul Hussein Ali killed",bomb in car,1,1
8-Oct-06,8-Oct-06,,'Suwayrah south of Baghdad',bodies found in Tigris river,"'two of them skeletal remains, three of them beheaded'",5,5
8-Oct-06,8-Oct-06,,Haditha,'gunmen shot dead five people',gunfire,5,5
8-Oct-06,8-Oct-06,,Mosul,man shot to death near his house,gunfire,1,1
1-Oct-06,8-Oct-06,,east of Mosul,"body found, 'apparently had been killed about a week ago'",gunfire,1,1
8-Oct-06,8-Oct-06,AM,near Balad,"food supply convoy for US forces, truck driver killed",roadside bomb,1,1
8-Oct-06,8-Oct-06,,Babil province,body found by the side of the road,gunfire,1,1
8-Oct-06,8-Oct-06,AM,western Falluja,"checkpoint, civilian cars hit",mortar rounds,1,1
8-Oct-06,8-Oct-06,AM,Falluja,bodies found,"gunfire, tortured, executed",5,5
8-Oct-06,8-Oct-06,,"Al-Yarmuk district, west Baghdad","Jasim Arif Hasan, an employee in Al-Sharqia channel TV",gunfire,1,1
8-Oct-06,8-Oct-06,,"Qadssiyah neighborhood, northern Tikrit",police Lt. Col. Ghalib Hassan Muhammed,drive-by shooting,1,1
8-Oct-06,8-Oct-06,9:40 AM,"RTE Lobster, 1.5km west of Saqlawiyah","civilian vehicle approaching a patrol, driver killed",US gunfire,1,1
8-Oct-06,8-Oct-06,5:00-6:00 PM,"near the Iraqi Islamic Party HQ, Al Jazaer region, Basrah","Shia religious leader Ali Abdul Hussein Dehesh Al Kinani, head of Al Rahma association of Human Affairs, outside his house",drive-by shooting,1,1
8-Oct-06,8-Oct-06,11:45 PM,"Red 6, Al Jameat region, Basrah","body of Emad Kassem Abass Al-Saedi, born 1982, found behind a fuel station with his hands and feet tied, blindfolded and shot in the neck","gunfire, executed",1,1
7-Oct-06,7-Oct-06,11:30 PM,"near Anjar restaurant, Fadhal, Baghdad","Col. Thamer Salman, 'head of internal affairs department ' of Interior Ministry",gunfire,1,1
7-Oct-06,7-Oct-06,,Samarra,clashes between police and gunmen,gunfire,2,2
7-Oct-06,7-Oct-06,,Baquba,"bodies found bound, and tortured","gunfire, executed, tortured",2,2
7-Oct-06,7-Oct-06,9:00 AM,"Salam, Tal Afar",Iraqi army checkpoint,suicide truck bomb,9,13
6-Oct-06,7-Oct-06,,Baghdad,bodies found shot dead,gunfire,51,51
7-Oct-06,7-Oct-06,PM,"Baaj, 85km northwest of Mosul",contractor and employees in car,gunfire,3,3
7-Oct-06,7-Oct-06,AM,Mosul,mother of policeman in market,gunfire,1,1
7-Oct-06,7-Oct-06,,"Mansour, Baghdad",Shiite bakery workers,gunfire,2,2
7-Oct-06,7-Oct-06,AM,"Asriya, near Iskandariya",house hit by mortar,mortar rounds,2,2
7-Oct-06,7-Oct-06,,near Sinjar,labourers,gunfire,2,2
7-Oct-06,7-Oct-06,,"Sadr City, Baghdad","bodies found tortured, shot","gunfire, executed, tortured",5,5
7-Oct-06,7-Oct-06,,Baquba,,gunfire,2,2
7-Oct-06,7-Oct-06,,southern district of Dora,police patrol,roadside bomb,1,1
7-Oct-06,7-Oct-06,,eastern Baghdad,"US patrol, 'one civlian inside a car' killed",roadside bomb,1,1
7-Oct-06,7-Oct-06,,western Baghdad,'employee of the Iraqna mobile phone company',Gunfire,1,1
7-Oct-06,7-Oct-06,,river in Suweira,bodies found in  river,,3,3
7-Oct-06,7-Oct-06,,'at a checkpoint run by one of the sectarian militias in Baghdad',"Abdul-Sattar Abdullah Al-Mashhadani, 'a key staffer for a Muslim humanitarian organisation'",,1,1
7-Oct-06,7-Oct-06,,Khan Bani Saad,"civilian car hit, man killed",roadside bomb,1,1
7-Oct-06,7-Oct-06,,Baquba,main bus station hit,mortar round,1,1
7-Oct-06,7-Oct-06,PM evening,Mosul,'a Kurdish lawyer was shot to death in front of his home',gunfire,1,1
7-Oct-06,7-Oct-06,,Baiji,university student,gunfire,1,1
7-Oct-06,7-Oct-06,,Ishaqi,farmer,gunfire,1,1
7-Oct-06,7-Oct-06,3:13 AM,"ASR Santa Fe, NW of Tal Afar",woman running towards a tank,US gunfire,1,1
7-Oct-06,7-Oct-06,8:30 AM,"north of MSR Tampa & RTE Honda intersection, Mosul","civilian vehicle approaching a cordon, civilian struck by warning shot or ricochet",US gunfire,1,1
7-Oct-06,7-Oct-06,9:55 PM,Basrah,Abdabary Hamoud Hamel Al Bousery,gunfire,1,1
1-Jan-06,7-Oct-06,,"Qadissiya district, Najaf","Dr Khaula al-Tallal, while walking home from work",gunfire,0,1
5-Oct-06,6-Oct-06,,Baghdad,"bodies  found shot, tortured","gunfire, executed, tortured",25,25
5-Oct-06,6-Oct-06,,"Mansour, Baghdad","Nasseir Shamel, Shiite former national volleyball captain",gunfire,1,1
6-Oct-06,6-Oct-06,,"'near the Mustansiriya University', central Baghdad",'three houses collapsed after bombs were detonated' near the University,bombs,2,2
6-Oct-06,6-Oct-06,,"Tigris river, area of Suwayrah",,bodies found,7,7
6-Oct-06,6-Oct-06,,"Abu Dshir, southern Baghdad",house hit,mortars,5,5
6-Oct-06,6-Oct-06,,'northeastern Baghdad',,'bomb attack',1,1
6-Oct-06,6-Oct-06,,Karabala,former Ba'th Party members,"gunfire, executed",3,3
6-Oct-06,6-Oct-06,PM,"Al-Saai area, Basra","Ali Salman Shakban Al-bu-Zaid, Iraqi customs policeman killed",UK gunfire,1,1
6-Oct-06,6-Oct-06,AM,Amiriyat Al-Falluja,'local residents enmeshed in clashes with gunmen',gunfire,4,4
6-Oct-06,6-Oct-06,4:30 PM,"Al Tamim area, Ramadi","random shots during a firefight, woman's son killed",US gunfire,1,1
6-Oct-06,6-Oct-06,3:45 AM,"RTE Henry, central Fallujah",civilian vehicle approaching a cordon,US gunfire,1,1
6-Oct-06,6-Oct-06,10:30 PM,Basrah,body of a man aged 20-25 brought to Basrah General Hospital by unknown males wearing military uniforms,gunfire,1,1
5-Oct-06,5-Oct-06,PM,"Slaikh, Baghdad","Mohammad Redha Mohammad, Kurdistan Alliance MP",gunfire,2,2
5-Oct-06,5-Oct-06,,"Dhubbat neighborhood, central Falluja","civilian car, driver killed",AK-47 rifles,1,1
5-Oct-06,5-Oct-06,8:00 AM,"Hurriya, Baghdad",,car bomb,2,2
5-Oct-06,5-Oct-06,AM,"Al-Tayaran Square, Baghdad",construction workers,roadside bomb,2,2
5-Oct-06,5-Oct-06,,near Kirkuk,body found shot dead,"gunfire, executed",1,1
5-Oct-06,5-Oct-06,,Baquba,police,drive-by shooting,1,1
4-Oct-06,5-Oct-06,,Baghdad,"bodies  found shot, tortured, one beheaded","gunfire, executed, tortured, beheaded",30,30
5-Oct-06,5-Oct-06,PM,"'in the town of Abu Ghraib, west of Baghdad'",Iraqi police and army convoy,woman bystander killed,1,1
5-Oct-06,5-Oct-06,,Ukashat,bodies found,"gunfire, tortured, executed",5,5
5-Oct-06,5-Oct-06,,Mahmudiya,bodies found,gunfire,2,2
5-Oct-06,5-Oct-06,,near Balad Ruz,houses hit,mortar rounds,2,2
5-Oct-06,5-Oct-06,,"al-Yarmouk district, western Baquba",bodies found,"gunfire, tortured, executed",2,2
5-Oct-06,5-Oct-06,,"al-Tahrir district, southern Baquba",,,1,1
5-Oct-06,5-Oct-06,,"al-Moallemeen district, Baquba",'another Iraqi was shot dead by militants',gunfire,1,1
5-Oct-06,5-Oct-06,,central Baquba,"child killed, his two brothers wounded",explosive device,1,1
5-Oct-06,5-Oct-06,,central Falluja,"warning shots over heads to clear path for a US convoy, woman killed",US gunfire,1,1
5-Oct-06,5-Oct-06,PM,"Majar Kabeer district, Maysan","random fire from tribal fighting, police Maj. Aqeel Hashim killed",gunfire,1,1
5-Oct-06,5-Oct-06,8:00 PM,"north of Route Toyota & MSR Tampa intersection, Mosul","Adnan Abid Fathi, member of the Al-Luhaiby tribe, shot as he was coming out of a mosque",gunfire,1,1
5-Oct-06,5-Oct-06,9:30 PM,Basrah,"casual worker named Ahmed Mahmood Karim Al-Bedran, shot three times in the chest",AK-47 Kalashnikov rifle,1,1
4-Oct-06,4-Oct-06,,Al-Kut,,gunfire,3,3
4-Oct-06,4-Oct-06,12:00 PM,"Camp Sara, Karada, Baghdad",ministerial guards and convoy,"car bomb, roadside bombs",16,16
4-Oct-06,4-Oct-06,PM,Samawa,women and baby in home,"gunfire, baby's throat slit",4,4
4-Oct-06,4-Oct-06,AM,"Dora, Baghdad",checkpoint near petrol station,car bomb,1,1
4-Oct-06,4-Oct-06,PM,"Zafaraniya, Baghdad",men in cafe,gunfire,5,5
4-Oct-06,4-Oct-06,,Baquba,police patrol,gunfire,2,2
4-Oct-06,4-Oct-06,,"Siniya, near Baiji",'translator working for U.S. forces',gunfire,1,1
4-Oct-06,4-Oct-06,,"al-'Alam district, near Tikrit",,body found,1,1
4-Oct-06,4-Oct-06,,Al-Suwayrah,"bodies found shot, tortured","gunfire, executed, tortured",4,4
4-Oct-06,4-Oct-06,,"'Street 40', Baghdad",,'US vehicle crushed a person... and left his body in the road',1,1
4-Oct-06,4-Oct-06,,Mosul,bodies found shot in the head,"gunfire, executed",2,2
4-Oct-06,4-Oct-06,AM,"Mu'alimeen neighbourhood, Falluja",policeman and his father as they were leaving their house,gunfire,2,2
4-Oct-06,4-Oct-06,AM,Bani Sa'ad,policemen,gunfire,3,3
4-Oct-06,4-Oct-06,,Baldruz,'detonated while parking near a shop',car bomb,2,2
4-Oct-06,4-Oct-06,2:35 AM,"Dardasah, Haditha district","detainee Yusef Jundi Mohammed Fihan Al-Hayani, shot by IP officer during a combined US-Iraqi patrol","Iraqi Police gunfire, executed",1,1
4-Oct-06,4-Oct-06,8:46 PM,Mosul,unidentified gunmen 'entered a cell phone shop and killed the owner',gunfire,1,1
4-Oct-06,4-Oct-06,11:30 AM,"Route Bridle, 13km NW of Rawah",detonated on a civilian vehicle,improvised explosive device,2,2
4-Oct-06,4-Oct-06,11:10 PM,2km north of Ramadi,body of an unidentified man found shot in the back of the head,gunfire,1,1
4-Oct-06,4-Oct-06,4:40 PM,Basrah,"casual laborer named Bassem Kadem Thiab Al Ghadban, shot three times in the head",gunfire,1,1
4-Oct-06,4-Oct-06,6:30 PM,Basrah,"body of Abdul Sattar Ghafa Muhye found shot in the head, taken to Al Basrah morgue",gunfire,1,1
3-Oct-06,3-Oct-06,AM,"Qahiri, Baghdad",police patrol,roadside bomb,2,2
3-Oct-06,3-Oct-06,9:00 AM,"Al-Karada, Baghdad",,roadside bombs,1,1
3-Oct-06,3-Oct-06,,Al-Suwayrah,,gunfire,4,4
2-Oct-06,3-Oct-06,,"Dour, east of Tikrit",police checkpoint protecting football field,gunfire,1,1
3-Oct-06,3-Oct-06,7:15 AM,"Abu Chir, Dora, Baghdad",,mortar shells,1,2
3-Oct-06,3-Oct-06,7:10 AM,"Sadiya, Baghdad",,suicide bomber,2,3
3-Oct-06,3-Oct-06,PM,"Gatoun, Baquba",Shiite family moving house,gunfire,5,5
3-Oct-06,3-Oct-06,,Mosul,,drive-by shooting,2,2
3-Oct-06,3-Oct-06,AM,"Al-Karama district, Mosul","Jassim Hammad Ibrahim, driver for Al-Iraqiya TV station",drive-by shooting,1,1
3-Oct-06,3-Oct-06,,Baghdad,bodies  found shot dead,gunfire,15,15
3-Oct-06,3-Oct-06,,Baquba,,"gunfire, roadside bombs",5,5
3-Oct-06,3-Oct-06,PM,"Ragheba Khatoon, Adhamiya district, Baghdad",residential area hit,mortar shell,4,4
3-Oct-06,3-Oct-06,AM,Near Tuz Khurmatu,bodies found,"gunfire, executed",3,3
3-Oct-06,3-Oct-06,,'residential neighborhood in northern Baghdad',,'rocket attack',1,1
3-Oct-06,3-Oct-06,,"'Hay, 220 kilometers (140 miles) south of Baghdad'","'Naeem Manei, an assistant judge in the Hay court'",Gunfire,1,1
3-Oct-06,3-Oct-06,PM,'primarily Sunni neighborhood in northeastern Baghdad',four houses hit,'mortar attack',5,5
3-Oct-06,3-Oct-06,,"'near the town of al-Baghdadi, in Anbar province'",'motorcade of the town's police chief',roadside bomb,7,7
3-Oct-06,3-Oct-06,,Haditha,'clashes between gunmen and U.S. forces killed a civilian',"gunfire, crossfire",1,1
3-Oct-06,3-Oct-06,,western Kirkuk,bodies of two brothers found,gunfire,2,2
3-Oct-06,3-Oct-06,,Mahmoudiya,'mortar shells landed on a residential area',mortar shells,1,1
3-Oct-06,3-Oct-06,,Muqdadiyah,'unidentified gunmen stormed the house of a Shiite family',gunfire,1,1
3-Oct-06,3-Oct-06,,Kut,"bodies of two women found, one beheaded, the other burned","executed, beheaded",2,2
3-Oct-06,3-Oct-06,,"Kirkuk-Rashad road, S of Kirkuk",bodies found,"gunfire, tortured, executed",2,2
3-Oct-06,3-Oct-06,,Diwaniya,body found floating in Diwaniya river,"gunfire, tortured, executed",1,1
3-Oct-06,3-Oct-06,,Mosul,'Iraqi army patrol opened fire mistakenly on a car travelling on the Fifth Bridge',Iraqi army gunfire,3,3
3-Oct-06,3-Oct-06,11:50 PM,Basrah,corpse of Deyaa Alkaaby found with a gunshot wound,gunfire,1,1
2-Oct-06,2-Oct-06,,Kirkuk,policemen,gunfire,1,1
1-Oct-06,2-Oct-06,,"Daira interchange, Eskandariya area",police checkpoint,roadside bomb,4,4
2-Oct-06,2-Oct-06,,Between Taji and Sab' al-Boor,passengers in minivan,gunfire,9,9
2-Oct-06,2-Oct-06,,Baghdad,"bodies found, including kidnap victims","gunfire, executed, tortured",10,13
2-Oct-06,2-Oct-06,PM,"Al-Maghrib Street, Azamiyah, north Baghdad",,mortar rounds,1,1
2-Oct-06,2-Oct-06,,"Suwaib, southwest Baghdad",,mortar rounds,1,1
2-Oct-06,2-Oct-06,,Baghdad,Education Ministry convoy,gunfire,1,1
2-Oct-06,2-Oct-06,,near Hilla,,drive-by shooting,1,1
2-Oct-06,2-Oct-06,AM,Kut al-Hay,police patrol,gunfire,2,2
2-Oct-06,2-Oct-06,,"Al-Bataween, Baghdad",,roadside bomb,1,1
2-Oct-06,2-Oct-06,,"near Gailani petrol station, central Baghdad","Colonel Faris Khalil Abdul Hassan, police intelligence officer",drive-by shooting,1,1
2-Oct-06,2-Oct-06,,"Al-Zubaydiya, near Suwayra",bodies found shot dead,gunfire,4,4
2-Oct-06,2-Oct-06,12:00 PM,"Saadoun Street/Nasr Square, Baghdad",,roadside bomb,3,3
2-Oct-06,2-Oct-06,,"Waziriyah, Baghdad",police patrol,,2,2
2-Oct-06,2-Oct-06,PM,Baiji,railway station,gunfire,1,1
2-Oct-06,2-Oct-06,,Baghdad,"minibus carrying Finance Ministry employees, driver killed",Gunfire,1,1
2-Oct-06,2-Oct-06,,central Baghdad,'young men',Gunfire,2,2
2-Oct-06,2-Oct-06,PM,western area of Baghdad,two children killed,'bomb hidden in a trash bag ',2,2
2-Oct-06,2-Oct-06,,Kirkuk,"Adnan Rashid, a former official of the Kurdish finance ministry",'killed in Kirkuk by a group of insurgents',1,1
2-Oct-06,2-Oct-06,8:00 AM,"Jolan neighbourhood, western Falluja",police patrol,roadside bomb,1,1
2-Oct-06,2-Oct-06,10:00 AM,"Dijla district, south of Tikrit","fuel tankers, drivers killed",gunfire,2,2
2-Oct-06,2-Oct-06,,Diyala province,separate incidents,gunfire,2,3
2-Oct-06,2-Oct-06,,"Hai Al-Asri district, central Baquba",four brothers in their shop,drive-by shooting,1,1
1-Oct-06,2-Oct-06,,"Dora, Baghdad","bullet-riddled, handcuffed bodies found","gunfire, executed",7,7
1-Oct-06,2-Oct-06,,northern Baghdad,bodies found each with a single shot to the head,"gunfire, executed",6,6
1-Oct-06,2-Oct-06,,Baghdad,bodies found shot dead,"gunfire, executed",37,37
2-Oct-06,2-Oct-06,5:58 - 8:16 PM,east of Ad Dujayl,Iraqi policeman and brother passing an IED scene that targeted a private security convoy,gunfire,1,1
2-Oct-06,2-Oct-06,12:30 PM,Mosul,policeman Abbas Ali Mishal,drive-by shooting,1,1
2-Oct-06,2-Oct-06,1:45 PM,Mosul,policeman Wasem Naif Youns,gunfire,1,1
2-Oct-06,2-Oct-06,5:30 PM,"Al Rabaian police station, Route Deket Barak, Mosul",policeman Saad Mohamed Abdala killed,gunfire,1,1
2-Oct-06,2-Oct-06,2:20 PM,Mosul,Basman Saeed Hamid,gunfire,1,1
2-Oct-06,2-Oct-06,9:30 AM,"near Al-Shuhada Railway, Az Zubayer, Basrah",body of a 15-20 year old male found with multiple stab wounds,stabbed,1,1
1-Oct-06,1-Oct-06,,Mahmudiya,bodies found bound and shot,"gunfire, executed",4,4
1-Oct-06,1-Oct-06,2:00 AM,"Sadr City, Baghdad",house of suspected militia member,gunfire,2,2
1-Oct-06,1-Oct-06,PM,"Kufa, near Najaf","Safaa al-Obaidi, director of Najaf teaching hospital",gunfire,1,1
